iter	Logloss
228	0.3577543468
229	0.357055856
230	0.3563313482
231	0.3558140259
232	0.3553853408
233	0.3549934145
234	0.3544670481
235	0.3538573406
236	0.3535767074
237	0.3535184515
238	0.353034718
239	0.3527378266
240	0.3521822661
241	0.3517900632
242	0.3514278044
243	0.3510311712
244	0.3507530226
245	0.3504082068
246	0.3502242613
247	0.3497234689
248	0.3493894845
249	0.3490956875
250	0.348329772
251	0.3479266962
252	0.3474579286
253	0.3469756796
254	0.3464288037
255	0.3461710643
256	0.3458733136
257	0.3453932319
258	0.3450381644
259	0.3446154214
260	0.3443837455
261	0.3439462282
262	0.3435792349
263	0.3430315794
264	0.3430095657
265	0.3425824376
266	0.342324516
267	0.3419001045
268	0.3416612996
269	0.3415658514
270	0.3410996057
271	0.3409611286
272	0.3406473215
273	0.3402804004
274	0.3398572039
275	0.3396686243
276	0.3392095668
277	0.3389127708
278	0.3386229647
279	0.3383627934
280	0.3380232734
281	0.3375961467
282	0.3372022908
283	0.3369035397
284	0.3365694432
285	0.3363287119
286	0.3362445177
287	0.335838769
288	0.335523797
289	0.3351293883
290	0.3350992178
291	0.3349216982
292	0.3346413467
293	0.3343895351
294	0.3341160156
295	0.3339320035
296	0.3334908887
297	0.3331844996
298	0.3328902631
299	0.3326781786
300	0.3322678621
301	0.3319010777
302	0.3316366847
303	0.3315845924
304	0.3312902198
305	0.3308813771
306	0.3305902779
307	0.3301706502
308	0.3298288893
309	0.3295468669
310	0.3294985695
311	0.329179682
312	0.3289515802
313	0.3288285741
314	0.32850855
315	0.3284748977
316	0.3281478933
317	0.3277763723
318	0.3275064796
319	0.3273123108
320	0.3268833638
321	0.3266432251
322	0.3264969182
323	0.3262026676
324	0.3259541134
325	0.3257388101
326	0.3254182527
327	0.3250378726
328	0.32492714
329	0.324547105
330	0.3242758601
331	0.3240656099
332	0.323723747
333	0.3236665394
334	0.3234040095
335	0.3231215084
336	0.3229252271
337	0.3227710929
338	0.322536381
339	0.3222658269
340	0.3219408807
341	0.3217511177
342	0.3214666819
343	0.3213305893
344	0.3209417984
345	0.3205595451
346	0.3204934218
347	0.3202684204
348	0.3200171321
349	0.3196516066
350	0.3194778194
351	0.3193652242
352	0.3191804768
353	0.3188086415
354	0.3184608219
355	0.3181736867
356	0.317950983
357	0.3177850028
358	0.3174560858
359	0.3170697768
360	0.3168108818
361	0.3166386913
362	0.3164143995
363	0.316070543
364	0.3158358553
365	0.3156364066
366	0.3153631023
367	0.3149907411
368	0.3147543795
369	0.3145631979
370	0.3142084912
371	0.3139729823
372	0.3136841303
373	0.3136733183
374	0.3135290871
375	0.3133857624
376	0.3130819143
377	0.3127850183
378	0.3124408651
379	0.3120842404
380	0.3119682847
381	0.3118137917
382	0.3114836903
383	0.3111430198
384	0.31092467
385	0.3107261513
386	0.3104324936
387	0.3102873235
388	0.3101509772
389	0.3099268215
390	0.3098538063
391	0.3097380462
392	0.3095655089
393	0.3093247438
394	0.309145588
395	0.308781505
396	0.3086190369
397	0.3084272558
398	0.3082296713
399	0.3079369945
400	0.30774764
401	0.3076658465
402	0.3073931909
403	0.307270947
404	0.3070527723
405	0.3068708942
406	0.3067889096
407	0.3066163992
408	0.3064346746
409	0.3060785097
410	0.306032382
411	0.3058603113
412	0.3055872928
413	0.3054759219
414	0.3052190366
415	0.3050564953
416	0.3047292393
417	0.3044297269
418	0.3041531803
419	0.3038736193
420	0.3035564904
421	0.3033872653
422	0.3032474157
423	0.3029534207
424	0.3027102867
425	0.3024056922
426	0.3023577596
427	0.3021130321
428	0.3019144673
429	0.3016273102
430	0.3015474677
431	0.3014064618
432	0.3011283774
433	0.3009558519
434	0.3008236535
435	0.3006505075
436	0.3006174826
437	0.3002853608
438	0.3002251956
439	0.2999544236
440	0.2998372398
441	0.2997033569
442	0.2994844411
443	0.2993112396
444	0.2991196372
445	0.2990837112
446	0.2988808855
447	0.2987555801
448	0.2985997061
449	0.2985030636
450	0.2983588307
451	0.2982731715
452	0.2981123499
453	0.298002378
454	0.2978860481
455	0.2976616132
456	0.2974234215
457	0.297111419
458	0.2968563349
459	0.2966156813
460	0.2964946422
461	0.2964383318
462	0.2964317289
463	0.2962963428
464	0.2960458271
465	0.2958606233
466	0.2957498445
467	0.2954344438
468	0.2952705612
469	0.295098367
470	0.2948745226
471	0.2946980571
472	0.2946085447
473	0.2945179345
474	0.2943307074
475	0.2942879391
476	0.2940587284
477	0.2939775099
478	0.2939222134
479	0.2937627792
480	0.2936568669
481	0.2933961194
482	0.293218187
483	0.2931759315
484	0.2931176038
485	0.2928670931
486	0.2927266268
487	0.2925258414
488	0.2924338754
489	0.292169796
490	0.2917430885
491	0.2916468605
492	0.291515057
493	0.2914133361
494	0.2911467143
495	0.2909904491
496	0.2908146782
497	0.2907495107
498	0.2905857281
499	0.2904937218
500	0.2903860048
501	0.2902770156
502	0.2900092053
503	0.2898654866
504	0.2898222717
505	0.2896325605
506	0.2895436048
507	0.2893895542
508	0.2892613722
509	0.2889441328
510	0.2888199099
511	0.2886665903
512	0.2884142471
513	0.288254438
514	0.2881660291
515	0.288155674
516	0.2879686277
517	0.287857388
518	0.287629157
519	0.2875272341
520	0.2873311754
521	0.287134796
522	0.2870240064
523	0.2869387545
524	0.2868216833
525	0.2867721442
526	0.2863564293
527	0.2862545489
528	0.2861739489
529	0.285983995
530	0.285857705
531	0.2856481934
532	0.2855285748
533	0.285379665
534	0.2851199325
535	0.2848226013
536	0.2845858807
537	0.2844657228
538	0.2843363778
539	0.2842121696
540	0.2839464204
541	0.2838248859
542	0.2835098973
543	0.2833593139
544	0.2832309223
545	0.2830433536
546	0.2827704256
547	0.2825181955
548	0.2825147129
549	0.2824229358
550	0.2821140393
551	0.2819614879
552	0.2818486193
553	0.2817878746
554	0.2816345671
555	0.2814996591
556	0.2813383862
557	0.2813202495
558	0.28122733
559	0.281159846
560	0.2811014202
561	0.2809000686
562	0.2807723718
563	0.2807101235
564	0.2804110626
565	0.2803774257
566	0.2803603805
567	0.2803045683
568	0.2801681742
569	0.2799538037
570	0.2798035777
571	0.279591974
572	0.279395139
573	0.2791760658
574	0.279137545
575	0.2789724433
576	0.278943684
577	0.2787830668
578	0.2786033383
579	0.278398814
580	0.2783743543
581	0.2781398185
582	0.2780435561
583	0.2779125191
584	0.2777454968
585	0.2776419317
586	0.2774388494
587	0.2774302243
588	0.2772747681
589	0.2770538892
590	0.2770175768
591	0.2769499031
592	0.2768755557
593	0.276748292
594	0.2765367326
595	0.2764875552
596	0.2763607861
597	0.276240579
598	0.2762256689
599	0.2759722775
600	0.2758560445
601	0.2757282327
602	0.2755713717
603	0.27540696
604	0.2752325005
605	0.2750606917
606	0.2749299416
607	0.2747172115
608	0.2746451466
609	0.2745981188
610	0.2745039435
611	0.2744126643
612	0.2741816111
613	0.274116843
614	0.2739311422
615	0.2738033864
616	0.2736827172
617	0.2735139324
618	0.2734157519
619	0.2733168963
620	0.2732136902
621	0.2730130828
622	0.2729225589
623	0.2728074699
624	0.2727316165
625	0.272592733
626	0.2724596449
627	0.2724102104
628	0.2722569763
629	0.2721408788
630	0.272017647
631	0.2717736026
632	0.2716122175
633	0.2715093237
634	0.271441256
635	0.2712982506
636	0.2712085667
637	0.2709631018
638	0.2708351521
639	0.2707217463
640	0.2705810222
641	0.2704639644
642	0.2701948446
643	0.2700292355
644	0.2700135197
645	0.2700082627
646	0.2698945377
647	0.2697469318
648	0.2696315192
649	0.2694635402
650	0.2693642013
651	0.2693285984
652	0.2690358445
653	0.2689242943
654	0.268840803
655	0.2687117677
656	0.2685919021
657	0.2684731565
658	0.2683072793
659	0.2681801
660	0.2678546327
661	0.267617395
662	0.2675283857
663	0.2674660216
664	0.2673520235
665	0.267158332
666	0.2671220923
667	0.2670831345
668	0.2668331786
669	0.2667610183
670	0.2666370784
671	0.2665064027
672	0.2663068801
673	0.2661659325
674	0.2660561965
675	0.2659789812
676	0.2658410199
677	0.2657829159
678	0.2656475631
679	0.2654400643
680	0.2652885545
681	0.26511626
682	0.2649381854
683	0.2648279212
684	0.2648023039
685	0.2647153122
686	0.2646418677
687	0.2644178265
688	0.2643671389
689	0.2643394831
690	0.2642022829
691	0.264128487
692	0.2640590745
693	0.2639295946
694	0.2639075899
695	0.2638163453
696	0.2637100891
697	0.2636297007
698	0.2635704791
699	0.2635300953
700	0.2633781811
701	0.2632650045
702	0.2631700538
703	0.2630035939
704	0.2629576472
705	0.262865681
706	0.2627518104
707	0.2625897997
708	0.2623694143
709	0.2623570005
710	0.2622913701
711	0.2622182316
712	0.2621643699
713	0.2619831412
714	0.2618728401
715	0.2617485048
716	0.2616393287
717	0.2615901266
718	0.2615768184
719	0.2615424233
720	0.2614781042
721	0.2613009478
722	0.261017717
723	0.2609349154
724	0.2608565892
725	0.2606642479
726	0.2606150218
727	0.2605531202
728	0.2604035045
729	0.2603376286
730	0.2601161428
731	0.2599889845
732	0.259846286
733	0.2597431176
734	0.2595526388
735	0.2594797135
736	0.2594031638
737	0.2591188238
738	0.2590089887
739	0.2587295599
740	0.2586921862
741	0.2585482469
742	0.258375898
743	0.258291459
744	0.2581318494
745	0.2579267401
746	0.2578505605
747	0.2576660664
748	0.2575687102
749	0.2573965958
750	0.2572037689
751	0.25717837
752	0.2570600377
753	0.2569047349
754	0.2566756903
755	0.2566149127
756	0.2565078417
757	0.2564229089
758	0.2563297149
759	0.2562992232
760	0.2561619078
761	0.2559392566
762	0.2557910789
763	0.2556908258
764	0.2555506008
765	0.2555190225
766	0.2554922184
767	0.2553807386
768	0.2553122813
769	0.2552280395
770	0.2551993769
771	0.2550064038
772	0.2549294424
773	0.2548009788
774	0.2546284293
775	0.2544764538
776	0.2542906028
777	0.254142448
778	0.2540810828
779	0.2540258996
780	0.2538928695
781	0.2537073052
782	0.2536347334
783	0.2535367895
784	0.2533535289
785	0.2532815501
786	0.2530245314
787	0.2530143024
788	0.2529122284
789	0.2528665335
790	0.2528121592
791	0.2526801119
792	0.2526298434
793	0.2524705401
794	0.2523377763
795	0.2522452315
796	0.2520903207
797	0.2519616863
798	0.2518013701
799	0.2517115725
800	0.2516387195
801	0.251437739
802	0.2513776173
803	0.2512459485
804	0.2511991317
805	0.2510882717
806	0.2510046226
807	0.2509261798
808	0.2507002486
809	0.2506487547
810	0.2505229498
811	0.250489265
812	0.2502751865
813	0.250241764
814	0.2501489349
815	0.2500120147
816	0.2498568431
817	0.2497183574
818	0.2495810542
819	0.2493366783
820	0.2491629844
821	0.2490702298
822	0.2489372661
823	0.2488938435
824	0.2488201892
825	0.2487913073
826	0.2486242954
827	0.2485480288
828	0.2484895361
829	0.2483625337
830	0.2483119927
831	0.2482190376
832	0.248140988
833	0.2480409688
834	0.2479620556
835	0.2477944679
836	0.2477592149
837	0.2476910287
838	0.2476038162
839	0.2474992045
840	0.247420977
841	0.2472376366
842	0.2469466856
843	0.2468522442
844	0.2467339962
845	0.2466316993
846	0.246513066
847	0.2463761611
848	0.2463613976
849	0.2463233111
850	0.2462111362
851	0.2461613588
852	0.2460696831
853	0.2458651518
854	0.245721592
855	0.2456330242
856	0.2455544842
857	0.2453799375
858	0.2452439456
859	0.2451507833
860	0.2449338738
861	0.2448266758
862	0.2447183128
863	0.2445660268
864	0.2444908233
865	0.2443764725
866	0.2442608792
867	0.2441343959
868	0.2440530148
869	0.244029511
870	0.2438706461
871	0.2438467514
872	0.2437680791
873	0.2436225053
874	0.24353312
875	0.2434783661
876	0.2433545585
877	0.2431375054
878	0.2431007955
879	0.2429946287
880	0.2428935923
881	0.2427473011
882	0.2426593478
883	0.2426170252
884	0.2425327203
885	0.2424429156
886	0.2423591441
887	0.242277991
888	0.2422228394
889	0.2420427416
890	0.2419208957
891	0.2416806902
892	0.2414771046
893	0.2412215434
894	0.2411789324
895	0.241112959
896	0.2410809281
897	0.2409099416
898	0.2408109194
899	0.2407456751
900	0.2406658709
901	0.2405275575
902	0.2404159476
903	0.240361492
904	0.2403073078
905	0.2402247113
906	0.2400969014
907	0.2400194423
908	0.2399534748
909	0.2399166169
910	0.2397416974
911	0.2395736757
912	0.239564322
913	0.2394067346
914	0.239300462
915	0.2392579895
916	0.2391536415
917	0.2389627155
918	0.2388956874
919	0.2388006288
920	0.2387846666
921	0.2385490168
922	0.2383544308
923	0.2382005291
924	0.2380704657
925	0.2379687149
926	0.2378421454
927	0.2375976899
928	0.2375607095
929	0.2375357103
930	0.237383043
931	0.2372289317
932	0.2370524253
933	0.2369738024
934	0.236796161
935	0.236503909
936	0.2363934404
937	0.2363242748
938	0.236234781
939	0.2361453628
940	0.2360235164
941	0.2359760317
942	0.2359580586
943	0.2358380363
944	0.235729655
945	0.2355145923
946	0.235315232
947	0.2352693118
948	0.2351144648
949	0.2350249081
950	0.2349797604
951	0.2347536649
952	0.2345922075
953	0.234484808
954	0.2344235688
955	0.2343509632
956	0.2342349889
957	0.2341670919
958	0.2341015857
959	0.2339676033
960	0.2338414436
961	0.2336896872
962	0.233560895
963	0.2334854822
964	0.2333891296
965	0.2333042445
966	0.2332703223
967	0.2332288692
968	0.233116863
969	0.2330672154
970	0.2330185255
971	0.2328570567
972	0.2328023418
973	0.2327391633
974	0.2326918407
975	0.2326353531
976	0.232507399
977	0.2324454374
978	0.2321668351
979	0.2321226165
980	0.2320577708
981	0.231981833
982	0.2318941774
983	0.2318630282
984	0.2316978535
985	0.2315764402
986	0.2314892184
987	0.2314511044
988	0.231334308
989	0.2312567862
990	0.231190646
991	0.2311207952
992	0.2310425131
993	0.2308781461
994	0.2307879417
995	0.230638798
996	0.2305427796
997	0.2304415758
998	0.2303987224
999	0.2303411373
